X,Y,Name,
-85.3830032292176,32.6454010018482,Junction
-81.963424682617,33.470222473145,Junction
-77.0567403220576,38.8104171965783,Junction
-90.0486401024374,29.9439416923164,Junction
-81.3163604736327,34.2434387207035,Junction
-76.7923443475653,39.1250876120393,Junction
-88.6428909203569,33.4128875676003,Junction
-84.3989410400389,33.750122070313,Junction
-81.975097656084,30.2999000549307,Junction
-84.1591339111327,33.0528335571296,Junction
-82.4927749633788,34.5203285217289,Junction
-79.0703763283996,39.4802809889036,Junction
-76.6200519220961,39.3057007750385,Junction
-86.4878768872861,36.9434967051991,Junction
-80.8156433105467,33.25127029419,Junction
-78.2078705647234,37.1878662127612,Junction
-82.6507263183592,33.444801330567,Junction
-84.8003997802733,34.1736221313481,Junction
-79.9309158325194,32.7765655517585,Junction
-80.9005966186521,35.2221984863283,Junction
-78.4935989937267,38.0312995920615,Junction
-85.2189025812505,35.0684013255777,Junction
-81.2044830322264,34.7080383300784,Junction
-84.8814849957144,35.1449623149687,Junction
-87.052253722987,35.6115455561815,Junction
-81.0337982177733,33.9903182983403,Junction
-84.9791717529296,32.4631271362446,Junction
-88.5222625732421,34.9342575073245,Junction
-86.0109252929686,35.1641769409623,Junction
-78.7625198870481,39.6528666985452,Junction
-78.7639007705125,39.6562004054786,Junction
-82.8140411376952,33.515625,Junction
-84.7976684570312,31.768730163585,Junction
-84.9673843383788,34.7745704651105,Junction
-86.971084599834,34.6261749296689,Junction
-86.0788955549799,35.2091865586643,Junction
-84.440101623535,33.6814994812017,Junction
-79.7633972167967,34.1954002380375,Junction
-83.8883361816405,32.5500488281258,Junction
-90.7400283678862,38.4819374125863,Junction
-77.5520359716125,36.4555507061047,Junction
-77.8193674996762,36.4725691550368,Junction
-81.7712326049802,36.7912254333496,Junction
-78.0028991699216,35.3890991210939,Junction
-83.3307876586913,32.8819847106941,Junction
-78.1844025476823,38.1349296523582,Junction
-80.0221481483665,39.3405113339129,Junction
-89.1870233681854,35.0467421178837,Junction
-89.821792609215,33.8572845410556,Junction
-87.1632843027143,36.6481475848501,Junction
-77.7262727116653,39.3241767979657,Junction
-95.2856826747519,29.718887325935,Junction
-96.0798491247313,30.0952854302007,Junction
-77.5497974099045,36.6624324428245,Junction
-82.3237567371586,34.2155962963332,Junction
-95.3491821074545,29.7576599036724,Junction
-95.3968448615981,29.6712317015437,Junction
-92.4794540244597,39.7372627149273,Junction
-88.9225387423403,35.8228797912152,Junction
-90.1905975325176,32.2971000776896,Junction
-94.0672302177716,32.4811401372259,Junction
-87.2389521665094,32.437518489957,Junction
-77.4573691861463,37.8581421828738,Junction
-84.9476816919492,34.2366581766663,Junction
-80.6999435424803,33.8038101196294,Junction
-93.1410994025327,39.7822308421433,Junction
-84.4672012202532,38.0458984378092,Junction
-85.7723007041811,38.2630004901052,Junction
-79.1537017945599,37.3925018305924,Junction
-83.6301956176757,32.8253822326667,Junction
-77.4887010314704,38.7478981187119,Junction
-77.4369417557504,37.5253372390733,Junction
-78.2881577940765,36.4195680726115,Junction
-88.519981371622,36.1313552926572,Junction
-90.0414886436584,35.1260452243324,Junction
-88.6981353887477,32.3616294966707,Junction
-81.9481048583983,32.8005867004401,Junction
-77.3910711222636,39.3714097684393,Junction
-89.408783747878,35.062516025841,Junction
-86.7354715869186,36.2120363988655,Junction
-81.6187210083007,34.2745780944828,Junction
-91.4726281347064,39.8786451367692,Junction
-77.3906022853551,37.2365989881904,Junction
-78.6501998901365,35.777198791504,Junction
-76.6484924591183,39.3768986269615,Junction
-77.4248506334971,37.5527610927004,Junction
-77.7905349731443,35.938217163086,Junction
-80.4608001708982,35.6710014343263,Junction
-81.1540985107421,32.0904006958016,Junction
-84.2534255981444,31.9029560089225,Junction
-90.1888351372111,38.6160354712415,Junction
-94.8594970255944,39.7659988391339,Junction
-85.8382949928528,34.8683891282647,Junction
-76.5835647583004,36.7282104492187,Junction
-84.2844009399307,30.4328994751051,Junction
-86.2081985486269,35.3610572730737,Junction
-89.055244433188,36.4238204893269,Junction
-83.0744804010509,33.6148448598796,Junction
-77.6726054734434,38.6320010951918,Junction
-86.3337173367657,35.5275230437831,Junction
-76.7099328889959,39.2239676918793,Junction
-80.5559844970701,33.8843154907231,Junction
-77.596740722656,36.429100036621,Junction
-80.7203394536673,40.0644133047853,Junction
-77.9447097778318,34.2257308959964,Junction
